"","RESPNUM","Q1","Q2","Rec_Age","Q3_01","Q3_02","Q3_03","Q3_04","Q3_05","Q3_06","Q3_07","Q3_08","Q3_09","Q3_10","Q3_11","Q3_12","Q3_13","Q4a_01","Q4a_02","Q4a_03","Q4a_04","Q4a_05","Q4a_06","Q4a_07","Q4a_08","Q4a_09","Q4a_10","Q4a_11","Q4a_12","Q4a_13","Q4a_14","Q4b_01","Q4b_02","Q4b_03","Q4b_04","Q4b_05","Q4b_06","Q4b_07","Q4b_08","Q4b_09","Q4b_10","Q4b_11","Q4b_12","Q4b_13","Q4b_14","Q4c_01","Q4c_02","Q4c_03","Q4c_04","Q4c_05","Q4c_06","Q4c_07","Q4c_08","Q4c_09","Q4c_10","Q4c_11","Q4c_12","Q4c_13","Q4c_14","Q4d_01","Q4d_02","Q4d_03","Q4d_04","Q4d_05","Q4d_06","Q4d_07","Q4d_08","Q4d_09","Q4d_10","Q4d_11","Q4d_12","Q4d_13","Q4d_14","Q4e_01","Q4e_02","Q4e_03","Q4e_04","Q4e_05","Q4e_06","Q4e_07","Q4e_08","Q4e_09","Q4e_10","Q4e_11","Q4e_12","Q4e_13","Q4e_14","Q4f_01","Q4f_02","Q4f_03","Q4f_04","Q4f_05","Q4f_06","Q4f_07","Q4f_08","Q4f_09","Q4f_10","Q4f_11","Q4f_12","Q4f_13","Q4f_14","Q4g_01","Q4g_02","Q4g_03","Q4g_04","Q4g_05","Q4g_06","Q4g_07","Q4g_08","Q4g_09","Q4g_10","Q4g_11","Q4g_12","Q4g_13","Q4g_14","Q4h_01","Q4h_02","Q4h_03","Q4h_04","Q4h_05","Q4h_06","Q4h_07","Q4h_08","Q4h_09","Q4h_10","Q4h_11","Q4h_12","Q4h_13","Q4h_14","Q4i_01","Q4i_02","Q4i_03","Q4i_04","Q4i_05","Q4i_06","Q4i_07","Q4i_08","Q4i_09","Q4i_10","Q4i_11","Q4i_12","Q4i_13","Q4i_14","Q5a_left","Q5a_right","Q5b_left","Q5b_right","Q5c_left","Q5c_right","Q5d_left","Q5d_right","Q5e_left","Q5e_right","Q5f_left","Q5f_right","Q6_01","Q6_02","Q6_03","Q6_04","Q6_05","Q6_06","Q6_07","Q6_08","Q6_09","Q6_10","Q7","StartDate","StartTime","endDate","EndTime","Timetaken"
"29",29,"Male","65 or more","50 over","6","3","3","5","Not at all likely 0","2","1","3","Not at all likely 0","1","7","2","9","yes","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","yes","no","no","no","yes","no","no","no","no","no","no","yes","no","yes","yes","no","no","no","no","no","no","no","no","no","no","yes","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no","yes","no","yes","no","no","no","no","no","no","no","no","yes","no","yes","yes","no","no","no","yes","no","no","no","no","yes","no","yes","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","Apple","IBM","Apple","Yahoo","Samsung","Sony","Google","IBM","Microsoft","Dell","Apple","IBM","no","yes","no","yes","no","no","yes","yes","yes","no","$90.001 to $120,000","06/04/2017","07:26:19","06/04/2017","07:31:50","5:30"
"30",30,"Male","65 or more","50 over","Not at all likely 0","5","7","5","Not at all likely 0","5","7","Not at all likely 0","Not at all likely 0","5","5","2","2","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no","no","no","no","no","yes","no","yes","no","no","yes","no","no","no","no","no","no","no","no","yes","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no","yes","no","yes","no","no","no","no","no","no","yes","no","yes","no","no","no","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","no","Microsoft","IBM","Sony","Dell","Sony","Intel","Sony","Dell","Google","Dell","Samsung","IBM","no","no","no","yes","no","no","no","yes","no","no","$30,001 to $45,000","06/04/2017","07:26:57","06/04/2017","07:36:00","9:3"
"31",31,"Male","35 to 39","35 to 49","8","5","4","5","7","2","8","6","4","2","5","4","8","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","yes","no","no","yes","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","Apple","Nokia","Apple","Nokia","Microsoft","Nokia","IBM","Dell","Microsoft","Dell","Apple","Yahoo","yes","yes","yes","no","no","no","no","no","yes","no","$150,001 to $200,000","06/04/2017","07:27:04","06/04/2017","07:39:47","12:43"
"32",32,"Male","65 or more","50 over","Not at all likely 0","7","Not at all likely 0","Extremely likely10","Not at all likely 0","8","2","2","Not at all likely 0","5","7","9","7","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","yes","no","no","no","no","no","yes","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","yes","no","yes","no","no","no","yes","yes","yes","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","yes","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","yes","yes","no","no","Google","Apple","Dell","Apple","Microsoft","Intel","Google","Intel","Google","Yahoo","Samsung","Apple","no","no","no","yes","no","no","no","no","yes","no","$15,001 to $30,000","06/04/2017","08:01:42","06/04/2017","08:05:50","4:7"
"33",33,"Female","25 to 29","18 to 34","Extremely likely10","5","Not at all likely 0","Extremely likely10","Not at all likely 0","Not at all likely 0","Not at all likely 0","Not at all likely 0","Not at all likely 0","Not at all likely 0","5","Not at all likely 0","Not at all likely 0","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","no","no","no","no","no","no","no","yes","no","no","yes","yes","yes","yes","no","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","no","yes","yes","yes","no","yes","yes","yes","yes","no","yes","yes","yes","yes","no","yes","no","no","no","no","yes","yes","no","no","yes","yes","yes","yes","no","no","no","no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","Apple","Nokia","Apple","Sony","Microsoft","Nokia","Google","Dell","Google","Dell","Apple","Yahoo","yes","no","yes","no","no","yes","yes","no","no","no","$120,001 to $150,000","06/04/2017","07:44:25","06/04/2017","07:47:30","3:5"
"34",34,"Female","50 to 54","50 over","4","Not at all likely 0","Not at all likely 0","4","Not at all likely 0","8","8","Not at all likely 0","Not at all likely 0","4","8","Not at all likely 0","Not at all likely 0","yes","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","no","yes","no","yes","yes","no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","no","no","no","yes","yes","no","no","no","yes","no","no","no","yes","no","no","no","no","yes","yes","no","no","no","yes","no","no","no","yes","yes","no","no","no","yes","yes","no","no","no","yes","no","no","no","yes","yes","no","no","no","yes","yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","Microsoft","Nokia","Sony","Dell","Samsung","Intel","Sony","Intel","Samsung","Yahoo","Samsung","Intel","yes","yes","yes","yes","no","no","no","no","yes","no","$45,001 to $60,000","06/04/2017","07:53:11","06/04/2017","08:02:03","8:51"
"35",35,"Female","55 to 64","50 over","8","5","5","8","5","7","7","5","5","6","5","5","5","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","Apple","IBM","Nokia","Yahoo","Nokia","Microsoft","Google","IBM","Google","Yahoo","Apple","IBM","no","no","yes","no","no","no","no","no","yes","no","$30,001 to $45,000","06/04/2017","08:02:14","06/04/2017","08:09:22","7:7"
"36",36,"Male","55 to 64","50 over","7","7","6","8","8","4","5","5","3","5","4","4","Not at all likely 0","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no","yes","yes","no","no","no","no","no","no","no","no","no","yes","yes","no","yes","yes","no","no","no","no","no","yes","yes","no","no","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no","yes","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","no","yes","no","no","no","no","no","no","yes","yes","yes","no","yes","yes","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","yes","no","no","Microsoft","Nokia","Apple","Nokia","Microsoft","Nokia","Google","Sony","Microsoft","Yahoo","Apple","Yahoo","yes","yes","yes","no","no","no","no","yes","yes","no","$90.001 to $120,000","06/04/2017","08:03:39","06/04/2017","08:11:44","8:5"
"37",37,"Female","35 to 39","35 to 49","8","5","5","5","5","5","5","5","5","5","Not at all likely 0","6","5","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","Apple","IBM","Apple","Nokia","Sony","Samsung","Sony","IBM","Google","Samsung","Apple","Samsung","yes","yes","yes","no","no","yes","no","no","no","no","$45,001 to $60,000","06/04/2017","08:21:59","06/04/2017","08:24:42","2:43"
"38",38,"Male","35 to 39","35 to 49","9","7","7","Extremely likely10","7","5","7","5","7","5","7","7","Extremely likely10","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","yes","no","no","no","yes","no","yes","yes","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","yes","no","yes","no","no","no","no","no","no","yes","no","yes","no","yes","yes","yes","no","no","no","yes","no","no","no","yes","no","yes","no","yes","yes","no","no","no","no","no","no","no","no","yes","no","yes","no","no","no","no","no","no","no","no","yes","no","yes","no","no","no","no","Apple","Nokia","Apple","Nokia","Samsung","Nokia","Google","IBM","Samsung","Dell","Apple","Intel","no","no","yes","no","no","no","no","no","yes","no","$150,001 to $200,000","06/04/2017","08:25:54","06/04/2017","08:30:09","4:15"
"39",39,"Female","45 to 49","35 to 49","7","7","3","7","8","7","3","8","4","3","8","7","7","yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","yes","yes","yes","no","yes","yes","yes","no","no","no","no","yes","no","no","no","no","no","no","yes","yes","no","no","no","no","no","no","no","no","yes","yes","no","no","yes","no","no","no","no","no","no","yes","no","no","no","yes","no","no","yes","yes","no","yes","no","no","yes","yes","no","yes","yes","yes","yes","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no","yes","yes","no","no","no","no","Apple","Nokia","Apple","Nokia","Samsung","Nokia","Dell","Google","Dell","Google","Apple","Yahoo","yes","no","yes","yes","no","no","no","yes","yes","no","$120,001 to $150,000","06/04/2017","08:25:22","06/04/2017","08:31:05","5:42"
"40",40,"Male","35 to 39","35 to 49","Extremely likely10","Not at all likely 0","Not at all likely 0","8","Not at all likely 0","Not at all likely 0","7","Not at all likely 0","Not at all likely 0","Not at all likely 0","6","Not at all likely 0","6","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","yes","no","no","Apple","Microsoft","Apple","Yahoo","Sony","Microsoft","Google","IBM","Google","Microsoft","Apple","Yahoo","yes","no","yes","no","no","no","yes","no","yes","no","$150,001 to $200,000","06/04/2017","08:29:04","06/04/2017","08:32:46","3:41"
"41",41,"Female","30 to 34","18 to 34","Not at all likely 0","7","6","7","5","6","5","6","4","5","8","7","4","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","yes","no","no","no","yes","no","yes","no","no","no","no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","Microsoft","Apple","Nokia","Apple","Samsung","Sony","Google","Sony","Samsung","Yahoo","Samsung","Apple","no","yes","no","yes","no","no","no","no","no","no","$120,001 to $150,000","06/04/2017","08:30:24","06/04/2017","08:33:38","3:13"
"42",42,"Female","45 to 49","35 to 49","7","7","7","7","7","7","7","7","7","7","7","7","7","yes","yes","yes","yes","no","no","no","no","yes","no","no","yes","no","no","yes","yes","yes","yes","no","yes","no","no","no","no","no","yes","yes","no","yes","yes","yes","yes","no","no","no","no","yes","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","yes","yes","no","yes","yes","no","yes","no","no","yes","no","no","yes","yes","yes","yes","no","no","yes","no","yes","no","no","yes","yes","no","yes","yes","yes","yes","no","yes","yes","no","yes","no","no","yes","yes","no","yes","yes","yes","yes","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","Apple","Nokia","Apple","Dell","Microsoft","Intel","Google","Dell","Microsoft","Dell","Apple","Intel","no","no","yes","no","no","no","yes","no","no","no","$30,001 to $45,000","06/04/2017","08:38:37","06/04/2017","08:43:57","5:19"
"43",43,"Male","35 to 39","35 to 49","7","8","4","Extremely likely10","2","Not at all likely 0","Extremely likely10","Not at all likely 0","Not at all likely 0","2","8","5","Extremely likely10","yes","no","no","yes","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","yes","yes","no","yes","no","no","yes","no","no","no","no","no","yes","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","no","yes","no","yes","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","no","yes","yes","no","no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","Apple","Nokia","Apple","Yahoo","Sony","Samsung","Sony","Dell","Microsoft","Yahoo","Apple","Yahoo","yes","yes","yes","no","no","yes","yes","no","no","no","$120,001 to $150,000","06/04/2017","08:43:04","06/04/2017","08:47:08","4:3"
